Customer_ID,Product_ID,Review_Text,Rating,Sentiment,Monthly_Sales
1500,P003,Amazing performance.,4,Positive,683
1501,P004,Will not buy again.,2,Negative,57
1502,P002,Amazing performance.,4,Positive,907
1503,P005,It’s fine.,2,Neutral,202
1504,P004,Satisfactory.,3,Neutral,376
1505,P001,Poor quality.,1,Negative,99
1506,P001,Amazing performance.,4,Positive,648
1507,P003,Amazing performance.,5,Positive,565
1508,P005,Very disappointed.,2,Negative,128
1509,P002,Amazing performance.,5,Positive,586
1510,P004,Excellent product.,5,Positive,847
1511,P002,It’s fine.,3,Neutral,241
1512,P001,Worst product.,1,Negative,179
1513,P005,Poor quality.,1,Negative,189
1514,P004,"Decent, not great.",3,Neutral,348
1515,P005,Poor quality.,2,Negative,111
1516,P002,Worst product.,1,Negative,194
1517,P001,Terrible experience.,1,Negative,109
1518,P004,It’s fine.,2,Neutral,384
1519,P003,Okay for the price.,3,Neutral,466
1520,P005,Poor quality.,2,Negative,69
1521,P004,Average product.,3,Neutral,376
1522,P003,Very disappointed.,1,Negative,181
1523,P004,Great quality.,4,Positive,808
1524,P001,Okay for the price.,3,Neutral,282
1525,P005,Loved it!,4,Positive,822
1526,P001,Loved it!,4,Positive,764
1527,P002,Will not buy again.,2,Negative,173
1528,P005,Excellent product.,4,Positive,585
1529,P002,Very disappointed.,2,Negative,54
1530,P005,Poor quality.,1,Negative,59
1531,P004,Very disappointed.,1,Negative,50
1532,P003,Terrible experience.,2,Negative,147
1533,P001,Poor quality.,1,Negative,109
1534,P005,Satisfactory.,3,Neutral,203
1535,P003,Amazing performance.,4,Positive,852
1536,P005,Great quality.,5,Positive,937
1537,P004,Satisfactory.,3,Neutral,482
1538,P002,Highly recommend.,5,Positive,795
1539,P004,Very disappointed.,1,Negative,180
1540,P002,Satisfactory.,2,Neutral,202
1541,P001,Satisfactory.,2,Neutral,313
1542,P004,Very disappointed.,2,Negative,94
1543,P002,Okay for the price.,3,Neutral,461
1544,P001,Worst product.,1,Negative,90
1545,P001,Average product.,3,Neutral,302
1546,P005,Very disappointed.,2,Negative,107
1547,P001,Excellent product.,5,Positive,589
1548,P005,Very disappointed.,1,Negative,115
1549,P004,Will not buy again.,2,Negative,136
1550,P002,Terrible experience.,1,Negative,147
1551,P003,Worst product.,2,Negative,52
1552,P004,Highly recommend.,4,Positive,538
1553,P002,It’s fine.,3,Neutral,297
1554,P002,Great quality.,5,Positive,603
1555,P004,Loved it!,4,Positive,891
1556,P003,Satisfactory.,3,Neutral,293
1557,P005,"Decent, not great.",2,Neutral,476
1558,P003,Average product.,3,Neutral,465
1559,P003,Very disappointed.,2,Negative,133
1560,P003,Will not buy again.,1,Negative,137
1561,P004,Excellent product.,5,Positive,858
1562,P002,Average product.,2,Neutral,251
1563,P001,Terrible experience.,1,Negative,171
1564,P003,Excellent product.,5,Positive,902
1565,P002,Poor quality.,1,Negative,65
1566,P005,Average product.,3,Neutral,384
1567,P005,Will not buy again.,2,Negative,100
1568,P004,Poor quality.,2,Negative,174
1569,P004,Excellent product.,5,Positive,944
1570,P003,Poor quality.,1,Negative,108
1571,P005,It’s fine.,3,Neutral,427
1572,P002,Terrible experience.,1,Negative,82
1573,P001,Will not buy again.,1,Negative,74
1574,P003,Satisfactory.,2,Neutral,242
1575,P004,Worst product.,2,Negative,122
1576,P004,Worst product.,1,Negative,133
1577,P005,Satisfactory.,3,Neutral,476
1578,P001,Terrible experience.,2,Negative,108
1579,P001,It’s fine.,3,Neutral,355
1580,P004,Worst product.,2,Negative,175
1581,P003,Okay for the price.,3,Neutral,203
1582,P002,Excellent product.,5,Positive,583
1583,P004,Okay for the price.,2,Neutral,472
1584,P003,Loved it!,4,Positive,556
1585,P005,Poor quality.,2,Negative,62
1586,P002,Great quality.,4,Positive,564
1587,P004,Great quality.,4,Positive,675
1588,P003,Average product.,3,Neutral,274
1589,P001,Okay for the price.,2,Neutral,328
1590,P004,Great quality.,5,Positive,877
1591,P002,Very disappointed.,2,Negative,132
1592,P003,Very disappointed.,2,Negative,100
1593,P003,Great quality.,4,Positive,666
1594,P004,Very disappointed.,1,Negative,198
1595,P001,Poor quality.,1,Negative,177
1596,P001,Poor quality.,1,Negative,187
1597,P001,Excellent product.,4,Positive,912
1598,P004,Terrible experience.,2,Negative,174
1599,P004,Will not buy again.,1,Negative,132
1600,P005,Satisfactory.,2,Neutral,351
1601,P005,Average product.,3,Neutral,209
1602,P002,Highly recommend.,4,Positive,768
1603,P001,Will not buy again.,2,Negative,183
1604,P001,Great quality.,4,Positive,554
1605,P005,Amazing performance.,5,Positive,525
1606,P001,Very disappointed.,2,Negative,169
1607,P001,Satisfactory.,3,Neutral,336
1608,P001,Very disappointed.,1,Negative,74
1609,P002,Worst product.,1,Negative,195
1610,P001,Poor quality.,2,Negative,159
1611,P003,Great quality.,5,Positive,773
1612,P005,Will not buy again.,2,Negative,111
1613,P004,Worst product.,2,Negative,164
1614,P003,Loved it!,5,Positive,955
1615,P005,Great quality.,5,Positive,970
1616,P002,Poor quality.,1,Negative,89
1617,P005,It’s fine.,2,Neutral,353
1618,P004,Satisfactory.,2,Neutral,447
1619,P001,Poor quality.,1,Negative,147
1620,P005,Highly recommend.,5,Positive,976
1621,P002,Excellent product.,4,Positive,663
1622,P005,Satisfactory.,2,Neutral,401
1623,P002,Poor quality.,2,Negative,87
1624,P005,Okay for the price.,2,Neutral,243
1625,P002,"Decent, not great.",3,Neutral,402
1626,P005,Poor quality.,1,Negative,132
1627,P003,Loved it!,5,Positive,678
1628,P004,Very disappointed.,2,Negative,87
1629,P001,Great quality.,4,Positive,887
1630,P004,Amazing performance.,4,Positive,675
1631,P003,Okay for the price.,2,Neutral,479
1632,P003,Terrible experience.,2,Negative,61
1633,P001,Loved it!,5,Positive,527
1634,P004,It’s fine.,2,Neutral,397
1635,P004,Very disappointed.,1,Negative,178
1636,P002,Very disappointed.,2,Negative,150
1637,P001,Highly recommend.,5,Positive,620
1638,P004,Will not buy again.,2,Negative,137
1639,P002,Worst product.,1,Negative,196
1640,P005,It’s fine.,3,Neutral,270
1641,P002,Worst product.,1,Negative,194
1642,P003,Okay for the price.,2,Neutral,274
1643,P002,Average product.,3,Neutral,296
1644,P001,Loved it!,5,Positive,618
1645,P004,Terrible experience.,2,Negative,175
1646,P004,Great quality.,4,Positive,709
1647,P003,Great quality.,4,Positive,974
1648,P004,"Decent, not great.",3,Neutral,394
1649,P005,Poor quality.,2,Negative,112
1650,P004,Terrible experience.,1,Negative,162
1651,P002,It’s fine.,2,Neutral,227
1652,P002,Average product.,2,Neutral,499
1653,P004,Average product.,3,Neutral,432
1654,P003,Highly recommend.,5,Positive,546
1655,P002,Amazing performance.,5,Positive,781
1656,P003,Satisfactory.,2,Neutral,226
1657,P001,Average product.,2,Neutral,267
1658,P001,Will not buy again.,2,Negative,189
1659,P001,Terrible experience.,2,Negative,163
1660,P001,Poor quality.,2,Negative,103
1661,P005,Great quality.,4,Positive,574
1662,P003,It’s fine.,2,Neutral,291
1663,P003,Poor quality.,2,Negative,73
1664,P003,It’s fine.,2,Neutral,481
1665,P002,"Decent, not great.",3,Neutral,411
1666,P005,Worst product.,1,Negative,159
1667,P002,It’s fine.,2,Neutral,454
1668,P001,Worst product.,1,Negative,169
1669,P002,Worst product.,1,Negative,193
1670,P005,Great quality.,5,Positive,657
1671,P002,Okay for the price.,3,Neutral,491
1672,P004,Highly recommend.,5,Positive,908
1673,P003,Excellent product.,5,Positive,975
1674,P002,Will not buy again.,2,Negative,66
1675,P005,Okay for the price.,3,Neutral,399
1676,P002,Highly recommend.,5,Positive,711
1677,P001,Average product.,2,Neutral,257
1678,P002,Loved it!,5,Positive,963
1679,P002,Average product.,3,Neutral,250
1680,P005,Loved it!,5,Positive,502
1681,P005,Highly recommend.,5,Positive,766
1682,P003,"Decent, not great.",2,Neutral,341
1683,P005,Okay for the price.,2,Neutral,258
1684,P002,Poor quality.,2,Negative,119
1685,P004,Will not buy again.,1,Negative,188
1686,P001,Great quality.,4,Positive,554
1687,P005,Average product.,3,Neutral,370
1688,P004,Excellent product.,4,Positive,549
1689,P002,"Decent, not great.",2,Neutral,386
1690,P001,Will not buy again.,2,Negative,171
1691,P002,Average product.,2,Neutral,378
1692,P005,Very disappointed.,2,Negative,127
1693,P004,Average product.,2,Neutral,281
1694,P002,Highly recommend.,4,Positive,790
1695,P004,Loved it!,5,Positive,666
1696,P004,Highly recommend.,5,Positive,850
1697,P002,Very disappointed.,1,Negative,50
1698,P002,Worst product.,2,Negative,164
1699,P005,Highly recommend.,5,Positive,867
1700,P001,Amazing performance.,5,Positive,531
1701,P004,Amazing performance.,5,Positive,943
1702,P005,Poor quality.,2,Negative,161
1703,P004,Great quality.,5,Positive,784
1704,P004,Highly recommend.,4,Positive,536
1705,P005,Terrible experience.,1,Negative,166
1706,P003,Satisfactory.,3,Neutral,430
1707,P003,Great quality.,5,Positive,933
1708,P001,Satisfactory.,2,Neutral,447
1709,P005,Terrible experience.,2,Negative,70
1710,P003,Very disappointed.,1,Negative,198
1711,P005,Very disappointed.,2,Negative,170
1712,P005,Will not buy again.,2,Negative,59
1713,P001,Will not buy again.,2,Negative,196
1714,P001,Will not buy again.,2,Negative,179
1715,P001,It’s fine.,3,Neutral,331
1716,P002,Worst product.,2,Negative,116
1717,P004,"Decent, not great.",3,Neutral,274
1718,P001,Average product.,3,Neutral,495
1719,P003,Will not buy again.,1,Negative,171
1720,P005,Satisfactory.,3,Neutral,334
1721,P001,Okay for the price.,3,Neutral,361
1722,P001,Amazing performance.,5,Positive,671
1723,P003,Satisfactory.,3,Neutral,299
1724,P004,Worst product.,1,Negative,53
1725,P002,Amazing performance.,4,Positive,612
1726,P001,Loved it!,4,Positive,986
1727,P003,Worst product.,1,Negative,114
1728,P002,Okay for the price.,3,Neutral,365
1729,P003,Highly recommend.,4,Positive,670
1730,P004,Excellent product.,4,Positive,812
1731,P001,Great quality.,5,Positive,967
1732,P001,Loved it!,4,Positive,509
1733,P001,Excellent product.,5,Positive,963
1734,P002,Terrible experience.,2,Negative,188
1735,P001,Excellent product.,5,Positive,670
1736,P002,Very disappointed.,1,Negative,124
1737,P003,Amazing performance.,4,Positive,653
1738,P005,Okay for the price.,2,Neutral,298
1739,P001,Excellent product.,5,Positive,755
1740,P005,Highly recommend.,4,Positive,707
1741,P001,Satisfactory.,2,Neutral,272
1742,P003,Satisfactory.,2,Neutral,288
1743,P001,Excellent product.,4,Positive,558
1744,P002,Excellent product.,5,Positive,561
1745,P002,"Decent, not great.",2,Neutral,261
1746,P002,"Decent, not great.",2,Neutral,497
1747,P001,Amazing performance.,5,Positive,950
1748,P002,Great quality.,4,Positive,855
1749,P005,Highly recommend.,5,Positive,980
1750,P002,Excellent product.,4,Positive,714
1751,P001,Loved it!,4,Positive,737
1752,P001,Loved it!,4,Positive,590
1753,P001,Will not buy again.,2,Negative,166
1754,P001,Loved it!,4,Positive,748
1755,P001,Excellent product.,5,Positive,882
1756,P002,"Decent, not great.",2,Neutral,302
1757,P002,Excellent product.,5,Positive,574
1758,P002,It’s fine.,3,Neutral,383
1759,P004,"Decent, not great.",2,Neutral,256
1760,P005,"Decent, not great.",2,Neutral,280
1761,P004,Worst product.,2,Negative,171
1762,P002,Okay for the price.,2,Neutral,422
1763,P001,Worst product.,1,Negative,179
1764,P001,Satisfactory.,3,Neutral,453
1765,P001,Very disappointed.,1,Negative,111
1766,P001,Excellent product.,5,Positive,939
1767,P001,Average product.,3,Neutral,389
1768,P005,Very disappointed.,1,Negative,119
1769,P003,Poor quality.,2,Negative,181
1770,P003,Loved it!,5,Positive,816
1771,P001,Amazing performance.,4,Positive,671
1772,P004,Terrible experience.,2,Negative,178
1773,P005,Okay for the price.,3,Neutral,448
1774,P004,Excellent product.,5,Positive,909
1775,P002,Loved it!,5,Positive,990
1776,P001,Okay for the price.,3,Neutral,304
1777,P003,Average product.,3,Neutral,427
1778,P003,Loved it!,4,Positive,710
1779,P002,Satisfactory.,3,Neutral,267
1780,P003,"Decent, not great.",3,Neutral,224
1781,P002,Average product.,2,Neutral,289
1782,P002,Loved it!,4,Positive,725
1783,P005,Amazing performance.,4,Positive,575
1784,P004,Amazing performance.,5,Positive,707
1785,P002,"Decent, not great.",3,Neutral,348
1786,P005,Terrible experience.,2,Negative,85
1787,P003,Highly recommend.,4,Positive,728
1788,P005,Amazing performance.,4,Positive,600
1789,P003,Okay for the price.,2,Neutral,461
1790,P003,"Decent, not great.",3,Neutral,206
1791,P004,It’s fine.,2,Neutral,427
1792,P002,"Decent, not great.",3,Neutral,500
1793,P001,Highly recommend.,5,Positive,977
1794,P002,It’s fine.,2,Neutral,490
1795,P003,Excellent product.,5,Positive,921
1796,P003,Satisfactory.,2,Neutral,201
1797,P001,Average product.,3,Neutral,451
1798,P004,Highly recommend.,5,Positive,797
1799,P005,Average product.,3,Neutral,332
1800,P003,Great quality.,5,Positive,682
1801,P005,Average product.,2,Neutral,471
1802,P003,Great quality.,4,Positive,946
1803,P003,Will not buy again.,1,Negative,182
1804,P005,Average product.,3,Neutral,311
1805,P002,Great quality.,4,Positive,969
1806,P003,Excellent product.,5,Positive,571
1807,P003,Highly recommend.,4,Positive,565
1808,P001,Great quality.,4,Positive,853
1809,P004,Average product.,2,Neutral,462
1810,P001,Highly recommend.,4,Positive,841
1811,P003,Worst product.,2,Negative,87
1812,P001,Will not buy again.,1,Negative,67
1813,P001,Very disappointed.,2,Negative,51
1814,P003,Amazing performance.,5,Positive,725
1815,P004,Average product.,2,Neutral,360
1816,P001,Amazing performance.,4,Positive,860
1817,P004,Highly recommend.,5,Positive,645
1818,P003,Amazing performance.,5,Positive,596
1819,P001,Loved it!,5,Positive,724
1820,P003,Excellent product.,5,Positive,533
1821,P003,Amazing performance.,5,Positive,929
1822,P005,Poor quality.,2,Negative,174
1823,P002,"Decent, not great.",2,Neutral,450
1824,P001,Worst product.,1,Negative,177
1825,P005,Excellent product.,5,Positive,818
1826,P005,Average product.,3,Neutral,458
1827,P004,Satisfactory.,2,Neutral,260
1828,P003,Average product.,3,Neutral,290
1829,P001,Worst product.,1,Negative,174
1830,P003,Terrible experience.,1,Negative,150
1831,P005,Satisfactory.,3,Neutral,231
1832,P001,Great quality.,5,Positive,891
1833,P002,It’s fine.,3,Neutral,325
1834,P001,Will not buy again.,2,Negative,93
1835,P003,Will not buy again.,2,Negative,157
1836,P005,Excellent product.,4,Positive,792
1837,P002,Excellent product.,4,Positive,754
1838,P002,Will not buy again.,1,Negative,187
1839,P005,It’s fine.,3,Neutral,315
1840,P004,Amazing performance.,5,Positive,790
1841,P002,Highly recommend.,4,Positive,721
1842,P002,Average product.,3,Neutral,209
1843,P005,Terrible experience.,2,Negative,161
1844,P003,Very disappointed.,2,Negative,88
1845,P003,Average product.,2,Neutral,411
1846,P002,Worst product.,2,Negative,88
1847,P001,Great quality.,5,Positive,786
1848,P002,Great quality.,5,Positive,632
1849,P005,Very disappointed.,1,Negative,130
1850,P001,Okay for the price.,3,Neutral,271
1851,P005,Poor quality.,2,Negative,110
1852,P002,Highly recommend.,5,Positive,978
1853,P001,Great quality.,4,Positive,709
1854,P002,Satisfactory.,2,Neutral,416
1855,P005,"Decent, not great.",3,Neutral,357
1856,P005,Loved it!,4,Positive,658
1857,P001,Excellent product.,5,Positive,974
1858,P001,Highly recommend.,4,Positive,823
1859,P001,Okay for the price.,3,Neutral,370
1860,P004,Highly recommend.,4,Positive,808
1861,P004,Very disappointed.,2,Negative,50
1862,P002,Highly recommend.,5,Positive,580
1863,P002,Terrible experience.,2,Negative,116
1864,P002,Poor quality.,1,Negative,144
1865,P001,Average product.,2,Neutral,485
1866,P002,"Decent, not great.",2,Neutral,419
1867,P004,Highly recommend.,4,Positive,867
1868,P004,Terrible experience.,1,Negative,123
1869,P004,"Decent, not great.",2,Neutral,344
1870,P005,Excellent product.,4,Positive,999
1871,P003,"Decent, not great.",3,Neutral,440
1872,P001,Terrible experience.,2,Negative,68
1873,P001,Very disappointed.,1,Negative,61
1874,P005,Satisfactory.,3,Neutral,389
1875,P004,Amazing performance.,4,Positive,757
1876,P001,Loved it!,5,Positive,633
1877,P005,Excellent product.,5,Positive,644
1878,P004,Average product.,3,Neutral,277
1879,P003,Great quality.,4,Positive,593
1880,P005,Excellent product.,5,Positive,520
1881,P002,Average product.,2,Neutral,378
1882,P005,"Decent, not great.",3,Neutral,202
1883,P001,Excellent product.,4,Positive,846
1884,P001,Okay for the price.,3,Neutral,365
1885,P001,Excellent product.,5,Positive,804
1886,P003,Poor quality.,1,Negative,122
1887,P004,Loved it!,5,Positive,630
1888,P002,Loved it!,4,Positive,899
1889,P001,Highly recommend.,5,Positive,962
1890,P003,Satisfactory.,3,Neutral,398
1891,P004,Poor quality.,2,Negative,97
1892,P002,Terrible experience.,2,Negative,107
1893,P003,Satisfactory.,3,Neutral,240
1894,P005,Great quality.,5,Positive,651
1895,P003,Loved it!,4,Positive,548
1896,P002,It’s fine.,2,Neutral,436
1897,P004,Okay for the price.,3,Neutral,500
1898,P001,Will not buy again.,1,Negative,116
1899,P004,Satisfactory.,2,Neutral,206
1900,P001,Average product.,3,Neutral,402
1901,P001,Great quality.,4,Positive,917
1902,P001,Excellent product.,4,Positive,931
1903,P002,Average product.,3,Neutral,259
1904,P002,Terrible experience.,1,Negative,199
1905,P004,Highly recommend.,5,Positive,504
1906,P005,Satisfactory.,2,Neutral,448
1907,P005,Poor quality.,1,Negative,158
1908,P004,Satisfactory.,3,Neutral,442
1909,P004,Will not buy again.,1,Negative,99
1910,P003,Average product.,2,Neutral,439
1911,P003,Terrible experience.,2,Negative,103
1912,P001,Very disappointed.,1,Negative,175
1913,P003,Average product.,2,Neutral,224
1914,P004,It’s fine.,2,Neutral,232
1915,P003,Amazing performance.,4,Positive,749
1916,P004,Amazing performance.,5,Positive,861
1917,P003,Loved it!,4,Positive,585
1918,P002,Highly recommend.,5,Positive,578
1919,P003,Great quality.,5,Positive,625
1920,P002,Worst product.,2,Negative,142
1921,P004,Amazing performance.,5,Positive,910
1922,P001,Satisfactory.,2,Neutral,205
1923,P001,Highly recommend.,5,Positive,722
1924,P003,Worst product.,2,Negative,127
1925,P005,Okay for the price.,2,Neutral,305
1926,P001,Terrible experience.,1,Negative,71
1927,P005,Will not buy again.,2,Negative,180
1928,P002,Satisfactory.,2,Neutral,476
1929,P001,Average product.,2,Neutral,459
1930,P005,Loved it!,5,Positive,732
1931,P004,Poor quality.,2,Negative,85
1932,P001,Worst product.,1,Negative,166
1933,P004,Excellent product.,5,Positive,531
1934,P004,Excellent product.,4,Positive,801
1935,P002,Satisfactory.,3,Neutral,450
1936,P001,Amazing performance.,4,Positive,566
1937,P003,Worst product.,1,Negative,193
1938,P001,Amazing performance.,5,Positive,689
1939,P004,Worst product.,2,Negative,125
1940,P002,Great quality.,4,Positive,979
1941,P004,Excellent product.,4,Positive,534
1942,P005,Will not buy again.,2,Negative,85
1943,P005,Terrible experience.,1,Negative,72
1944,P005,Poor quality.,1,Negative,136
1945,P003,Excellent product.,5,Positive,862
1946,P002,Very disappointed.,1,Negative,183
1947,P002,Satisfactory.,2,Neutral,209
1948,P001,Amazing performance.,5,Positive,705
1949,P004,Average product.,3,Neutral,470
1950,P003,Okay for the price.,2,Neutral,273
1951,P001,Great quality.,5,Positive,530
1952,P003,Very disappointed.,1,Negative,155
1953,P004,Average product.,2,Neutral,500
1954,P005,Poor quality.,2,Negative,168
1955,P003,Okay for the price.,2,Neutral,319
1956,P004,Poor quality.,1,Negative,154
1957,P005,Amazing performance.,4,Positive,776
1958,P002,Satisfactory.,2,Neutral,437
1959,P002,Loved it!,5,Positive,929
1960,P001,Poor quality.,1,Negative,194
1961,P004,Okay for the price.,2,Neutral,484
1962,P002,Amazing performance.,5,Positive,885
1963,P002,Will not buy again.,2,Negative,54
1964,P005,Very disappointed.,1,Negative,155
1965,P001,Terrible experience.,1,Negative,163
1966,P004,Average product.,3,Neutral,204
1967,P003,"Decent, not great.",2,Neutral,210
1968,P003,Loved it!,5,Positive,752
1969,P003,Satisfactory.,2,Neutral,402
1970,P002,Poor quality.,1,Negative,194
1971,P005,Amazing performance.,4,Positive,632
1972,P001,Will not buy again.,2,Negative,166
1973,P004,Okay for the price.,3,Neutral,262
1974,P004,It’s fine.,2,Neutral,415
1975,P002,Okay for the price.,2,Neutral,492
1976,P001,Terrible experience.,1,Negative,129
1977,P003,Very disappointed.,2,Negative,135
1978,P005,Loved it!,5,Positive,926
1979,P001,Loved it!,5,Positive,796
1980,P003,Excellent product.,5,Positive,531
1981,P004,Terrible experience.,1,Negative,125
1982,P004,Okay for the price.,2,Neutral,396
1983,P005,Poor quality.,1,Negative,134
1984,P002,Loved it!,4,Positive,803
1985,P002,Poor quality.,2,Negative,97
1986,P003,Loved it!,4,Positive,799
1987,P003,Satisfactory.,2,Neutral,375
1988,P004,Amazing performance.,4,Positive,759
1989,P004,"Decent, not great.",2,Neutral,296
1990,P004,Will not buy again.,2,Negative,76
1991,P005,Excellent product.,4,Positive,854
1992,P001,Great quality.,5,Positive,605
1993,P003,Okay for the price.,3,Neutral,258
1994,P002,"Decent, not great.",2,Neutral,301
1995,P002,Highly recommend.,4,Positive,591
1996,P002,Okay for the price.,2,Neutral,256
1997,P005,Average product.,3,Neutral,287
1998,P005,Okay for the price.,2,Neutral,297
1999,P002,It’s fine.,3,Neutral,223
2000,P005,Will not buy again.,1,Negative,82
